29.5 	 70.4186 	 5.42445 	 0.593514 	 38.357 
89.5 	 70.4186 	 5.42445 	 0.593514 	 38.357 
89.5 	 71.0521 	 6.90344 	 0.673519 	 40.7322 
149.5 	 71.0521 	 6.90344 	 0.673519 	 40.7322 
149.5 	 71.0097 	 8.57809 	 0.758449 	 42.7219 
209.5 	 71.0097 	 8.57809 	 0.758449 	 42.7219 
209.5 	 71.3113 	 10.5683 	 1.36166 	 45.3405 
269.5 	 71.3113 	 10.5683 	 1.36166 	 45.3405 
269.5 	 70.9989 	 9.86973 	 1.98635 	 44.5798 
329.5 	 70.9989 	 9.86973 	 1.98635 	 44.5798 
329.5 	 69.8752 	 8.03099 	 0.261071 	 41.1863 
389.5 	 69.8752 	 8.03099 	 0.261071 	 41.1863 
389.5 	 69.6336 	 7.90888 	 0.222092 	 40.8599 
449.5 	 69.6336 	 7.90888 	 0.222092 	 40.8599 
449.5 	 69.5909 	 5.2373 	 0.136617 	 37.4104 
509.5 	 69.5909 	 5.2373 	 0.136617 	 37.4104 
509.5 	 69.9189 	 6.31304 	 0.51945 	 39.1043 
569.5 	 69.9189 	 6.31304 	 0.51945 	 39.1043 
569.5 	 70.1925 	 6.10797 	 0.0277592 	 39.0179 
629.5 	 70.1925 	 6.10797 	 0.0277592 	 39.0179 
629.5 	 69.896 	 4.81229 	 0.620763 	 37.1329 
689.5 	 69.896 	 4.81229 	 0.620763 	 37.1329 
689.5 	 69.776 	 4.89117 	 0.380616 	 37.1103 
749.5 	 69.776 	 4.89117 	 0.380616 	 37.1103 
749.5 	 69.0891 	 5.64471 	 1.75423 	 37.9661 
809.5 	 69.0891 	 5.64471 	 1.75423 	 37.9661 
809.5 	 67.7265 	 4.60422 	 0.970993 	 35.1939 
869.5 	 67.7265 	 4.60422 	 0.970993 	 35.1939 
869.5 	 67.7274 	 6.10613 	 0.97281 	 37.2678 
929.5 	 67.7274 	 6.10613 	 0.97281 	 37.2678 
929.5 	 68.1041 	 6.09726 	 0.219403 	 37.4172 
989.5 	 68.1041 	 6.09726 	 0.219403 	 37.4172 
989.5 	 68.486 	 4.63825 	 0.983108 	 35.8461 
1049.5 	 68.486 	 4.63825 	 0.983108 	 35.8461 
1049.5 	 70.7518 	 37.228 	 3.54844 	 69.2415 
1109.5 	 70.7518 	 37.228 	 3.54844 	 69.2415 
1109.5 	 71.1735 	 49.4507 	 2.70506 	 77.3953 
1169.5 	 71.1735 	 49.4507 	 2.70506 	 77.3953 
1169.5 	 70.6292 	 31.9137 	 1.61646 	 64.4643 
1229.5 	 70.6292 	 31.9137 	 1.61646 	 64.4643 
1229.5 	 69.7584 	 22.0697 	 3.35789 	 56.6152 
1289.5 	 69.7584 	 22.0697 	 3.35789 	 56.6152 
1289.5 	 68.7724 	 15.7865 	 1.38586 	 49.2515 
1349.5 	 68.7724 	 15.7865 	 1.38586 	 49.2515 
1349.5 	 68.4395 	 16.4322 	 2.05177 	 49.9412 
1409.5 	 68.4395 	 16.4322 	 2.05177 	 49.9412 
1409.5 	 67.6183 	 7.97784 	 0.409474 	 39.5251 
1469.5 	 67.6183 	 7.97784 	 0.409474 	 39.5251 
1469.5 	 67.6481 	 6.72455 	 0.350004 	 37.9222 
1529.5 	 67.6481 	 6.72455 	 0.350004 	 37.9222 
1529.5 	 67.9547 	 5.02845 	 0.96337 	 35.9666 
1589.5 	 67.9547 	 5.02845 	 0.96337 	 35.9666 
1589.5 	 67.8874 	 4.76303 	 1.09814 	 35.5818 
1649.5 	 67.8874 	 4.76303 	 1.09814 	 35.5818 
1649.5 	 67.5488 	 5.69063 	 0.420918 	 36.466 
1709.5 	 67.5488 	 5.69063 	 0.420918 	 36.466 
1709.5 	 67.4773 	 6.61926 	 0.56374 	 37.6843 
1769.5 	 67.4773 	 6.61926 	 0.56374 	 37.6843 
